file,pixel_count,minimum,p01,p1,p50,p99,p999,maximum,saturated_fraction,cell_type,color,doe_state,exposure_seconds
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z000.tiff,262144,3061,3503.0,3710.0,5782.0,9079.0,9577.0,10242,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z001.tiff,262144,3226,3526.0,3738.0,5811.0,9307.0,9837.0,10678,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z002.tiff,262144,3181,3526.143,3732.0,5738.0,9424.0,9980.0,10917,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z003.tiff,262144,3155,3513.0,3720.0,5651.0,9616.0,10191.857000000018,11089,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z004.tiff,262144,3135,3510.0,3718.0,5625.0,9872.0,10602.0,12038,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z005.tiff,262144,3179,3512.0,3723.0,5660.0,10417.0,11656.714000000036,13340,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z006.tiff,262144,3239,3513.0,3734.0,5760.0,11094.0,12784.0,14656,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z007.tiff,262144,3244,3521.0,3724.0,5812.0,11575.0,13235.714000000036,15443,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0000_z008.tiff,262144,3254,3526.0,3734.0,5940.0,12008.0,13760.0,16228,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z000.tiff,262144,3427,3859.143,4091.0,8255.0,34733.57000000001,45429.85500000027,51278,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z001.tiff,262144,3516,3860.0,4078.0,8220.0,36575.71000000002,46975.856000000145,50877,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z002.tiff,262144,3415,3821.0,4044.0,8136.0,38078.850000000035,49581.0,52505,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z003.tiff,262144,3560,3828.143,4058.0,8168.0,39534.27000000008,54349.283000000345,64775,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z004.tiff,262144,3564,3805.143,4028.0,8167.0,40150.57000000001,59906.14200000011,65535,0.00029754638671875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z005.tiff,262144,3352,3782.143,4007.0,8158.0,40096.57000000001,58807.28200000047,65535,0.0001068115234375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z006.tiff,262144,3411,3755.143,3992.0,8208.0,38390.0,52670.28400000022,57560,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z007.tiff,262144,3478,3754.0,3981.0,8303.5,36876.71000000002,46672.714000000036,50676,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0001_z008.tiff,262144,3433,3756.0,3986.0,8430.0,35555.42000000004,40897.714000000036,44503,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z000.tiff,262144,3856,4371.143,4742.0,18702.0,65535.0,65535.0,65535,0.0867462158203125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z001.tiff,262144,3942,4324.0,4677.0,17997.0,65535.0,65535.0,65535,0.08871078491210938,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z002.tiff,262144,3776,4308.0,4624.0,17387.0,65535.0,65535.0,65535,0.08781051635742188,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z003.tiff,262144,3880,4252.0,4555.0,16278.0,65535.0,65535.0,65535,0.08440017700195312,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z004.tiff,262144,3715,4145.0,4502.43,15554.0,65535.0,65535.0,65535,0.08144760131835938,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z005.tiff,262144,3773,4143.143,4483.0,15300.0,65535.0,65535.0,65535,0.08324432373046875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z006.tiff,262144,3725,4178.0,4490.0,15715.0,65535.0,65535.0,65535,0.0797119140625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z007.tiff,262144,3735,4225.0,4515.0,16062.0,65535.0,65535.0,65535,0.07353591918945312,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0002_z008.tiff,262144,3695,4238.0,4528.0,16254.5,65535.0,65535.0,65535,0.061901092529296875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z000.tiff,262144,3334,3653.0,3853.0,5920.0,25218.850000000035,34048.85700000002,38314,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z001.tiff,262144,3331,3632.0,3828.0,5774.0,20676.71000000002,30260.856000000145,33701,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z002.tiff,262144,3395,3634.143,3835.0,5710.0,17531.140000000014,31488.857000000018,35533,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z003.tiff,262144,3274,3646.0,3847.0,5645.0,14995.0,33144.571000000054,44531,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z004.tiff,262144,3257,3650.0,3847.0,5621.0,14170.0,38081.856000000145,61420,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z005.tiff,262144,3357,3628.0,3832.0,5583.0,13298.0,38372.85300000053,53659,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z006.tiff,262144,3357,3620.0,3820.0,5582.0,12852.0,30925.284000000218,38123,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z007.tiff,262144,3408,3619.0,3817.0,5596.0,13167.140000000014,25247.714000000036,30967,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0003_z008.tiff,262144,3376,3614.143,3815.0,5623.0,13743.570000000007,21969.284000000218,26171,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z000.tiff,262144,3555,3834.0,4065.0,7582.0,29385.0,33375.42800000007,35534,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z001.tiff,262144,3446,3836.0,4065.0,7523.0,30602.0,34118.99900000013,37380,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z002.tiff,262144,3474,3832.0,4049.0,7400.0,31094.0,35437.71300000016,38955,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z003.tiff,262144,3428,3830.0,4046.0,7288.0,32060.140000000014,37903.714000000036,44478,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z004.tiff,262144,3496,3819.0,4041.0,7322.0,32751.0,40020.28500000009,45995,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z005.tiff,262144,3517,3835.0,4056.0,7509.0,33978.0,41121.14200000011,51033,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z006.tiff,262144,3573,3837.0,4065.0,7736.0,34267.57000000001,40361.99900000013,46755,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z007.tiff,262144,3531,3832.0,4056.0,7913.0,34109.57000000001,37998.85700000002,41590,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0004_z008.tiff,262144,3542,3820.143,4046.0,8060.5,33473.0,39085.13800000062,41980,0.0,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z000.tiff,262144,4185,4598.0,4932.0,18437.0,65535.0,65535.0,65535,0.04290771484375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z001.tiff,262144,4084,4563.143,4890.0,17685.0,65535.0,65535.0,65535,0.047901153564453125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z002.tiff,262144,4052,4502.0,4829.0,17022.0,65535.0,65535.0,65535,0.05390167236328125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z003.tiff,262144,3973,4414.143,4745.0,16298.0,65535.0,65535.0,65535,0.05789947509765625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z004.tiff,262144,3897,4322.143,4688.43,16076.5,65535.0,65535.0,65535,0.059864044189453125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z005.tiff,262144,3820,4266.0,4639.43,15942.5,65535.0,65535.0,65535,0.0588531494140625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z006.tiff,262144,3904,4349.0,4704.0,16521.0,65535.0,65535.0,65535,0.059795379638671875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z007.tiff,262144,4081,4467.0,4817.0,17335.5,65535.0,65535.0,65535,0.061901092529296875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0005_z008.tiff,262144,4043,4549.0,4926.0,17953.0,65535.0,65535.0,65535,0.06257247924804688,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z000.tiff,262144,3344,3591.143,3806.0,5829.0,56157.42000000004,65535.0,65535,0.003032684326171875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z001.tiff,262144,3249,3585.0,3794.0,5743.0,54714.57000000001,65535.0,65535,0.002368927001953125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z002.tiff,262144,3225,3571.0,3770.0,5631.0,53993.57000000001,65535.0,65535,0.002468109130859375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z003.tiff,262144,3219,3540.0,3739.0,5507.0,53200.28000000003,65535.0,65535,0.003376007080078125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z004.tiff,262144,3147,3569.0,3768.0,5581.0,55171.71000000002,65535.0,65535,0.00445556640625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z005.tiff,262144,3290,3551.0,3753.0,5571.0,53152.57000000001,65535.0,65535,0.00252532958984375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z006.tiff,262144,3278,3548.143,3755.0,5612.0,48363.140000000014,65535.0,65535,0.002056121826171875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z007.tiff,262144,3237,3556.0,3756.0,5640.0,45813.0,65535.0,65535,0.00115966796875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0006_z008.tiff,262144,3222,3552.286,3762.0,5697.0,44998.57000000001,63921.995000000636,65535,0.000698089599609375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z000.tiff,262144,3539,3838.143,4070.0,6623.0,65535.0,65535.0,65535,0.027881622314453125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z001.tiff,262144,3534,3843.143,4078.0,6458.0,65535.0,65535.0,65535,0.029216766357421875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z002.tiff,262144,3511,3833.143,4067.0,6309.0,65535.0,65535.0,65535,0.031009674072265625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z003.tiff,262144,3486,3800.0,4041.0,6177.0,65535.0,65535.0,65535,0.03304290771484375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z004.tiff,262144,3469,3789.143,4033.0,6116.0,65535.0,65535.0,65535,0.0294342041015625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z005.tiff,262144,3362,3776.0,4024.0,6080.0,65535.0,65535.0,65535,0.0262451171875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z006.tiff,262144,3381,3791.0,4024.43,6138.0,65535.0,65535.0,65535,0.023834228515625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z007.tiff,262144,3491,3799.0,4029.0,6337.0,65535.0,65535.0,65535,0.017063140869140625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0007_z008.tiff,262144,3438,3805.0,4032.0,6740.0,64975.140000000014,65535.0,65535,0.00896453857421875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z000.tiff,262144,3958,4592.0,5108.0,26131.0,65535.0,65535.0,65535,0.17658233642578125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z001.tiff,262144,4013,4517.0,5036.0,24373.0,65535.0,65535.0,65535,0.18210220336914062,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z002.tiff,262144,3881,4483.143,4980.0,22572.5,65535.0,65535.0,65535,0.18684005737304688,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z003.tiff,262144,3793,4365.143,4919.0,21008.5,65535.0,65535.0,65535,0.184722900390625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z004.tiff,262144,3739,4319.286,4852.0,21060.5,65535.0,65535.0,65535,0.181671142578125,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z005.tiff,262144,3723,4354.0,4809.0,21642.0,65535.0,65535.0,65535,0.17803192138671875,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z006.tiff,262144,3888,4361.0,4782.0,22174.5,65535.0,65535.0,65535,0.16705322265625,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z007.tiff,262144,3896,4419.0,4836.0,23475.0,65535.0,65535.0,65535,0.16296005249023438,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.015s\custom_p0008_z008.tiff,262144,4069,4425.0,4832.0,24376.5,65535.0,65535.0,65535,0.1509857177734375,cell2,all,noDOE,0.015
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z000.tiff,262144,6588,7305.429,7796.43,14197.0,24286.0,25336.0,26487,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z001.tiff,262144,6447,7322.143,7815.0,13994.0,24481.0,25615.0,27049,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z002.tiff,262144,6759,7323.572,7801.0,13766.0,24849.0,26060.0,28947,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z003.tiff,262144,6578,7302.0,7798.0,13538.0,25461.570000000007,26798.0,28760,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z004.tiff,262144,6614,7280.0,7759.43,13465.0,26437.570000000007,28515.0,31456,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z005.tiff,262144,6713,7299.143,7788.0,13573.0,28174.570000000007,31670.141000000236,35924,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z006.tiff,262144,6824,7326.0,7814.0,13906.0,30181.99000000005,35090.57000000018,39944,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z007.tiff,262144,6688,7298.143,7788.0,14099.0,31582.0,36460.571000000054,42225,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0000_z008.tiff,262144,6690,7334.0,7840.0,14511.0,32899.0,37762.714000000036,42102,0.0,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z000.tiff,262144,7740,8446.0,8911.0,21268.0,65535.0,65535.0,65535,0.02979278564453125,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z001.tiff,262144,7700,8402.0,8872.0,21009.0,65535.0,65535.0,65535,0.036952972412109375,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z002.tiff,262144,7345,8331.143,8781.0,20838.0,65535.0,65535.0,65535,0.04611968994140625,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z003.tiff,262144,7483,8322.0,8793.0,20939.0,65535.0,65535.0,65535,0.0550689697265625,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z004.tiff,262144,7483,8237.0,8696.0,20848.0,65535.0,65535.0,65535,0.0576019287109375,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z005.tiff,262144,7198,8134.0,8607.0,20882.0,65535.0,65535.0,65535,0.0605621337890625,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z006.tiff,262144,7391,8066.143,8564.0,21065.0,65535.0,65535.0,65535,0.06546401977539062,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z007.tiff,262144,7212,8048.143,8522.0,21385.0,65535.0,65535.0,65535,0.06827926635742188,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0001_z008.tiff,262144,7291,8022.0,8521.0,21737.5,65535.0,65535.0,65535,0.07227325439453125,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0002_z000.tiff,262144,9292,10022.0,10883.0,48057.5,65535.0,65535.0,65535,0.38175201416015625,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0002_z001.tiff,262144,8993,9913.143,10674.0,46232.0,65535.0,65535.0,65535,0.37015533447265625,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0002_z002.tiff,262144,9061,9841.715,10537.0,44873.0,65535.0,65535.0,65535,0.36057281494140625,cell2,all,noDOE,0.05
C:\Users\ladmin\OneDrive - University of Utah\grad school\research\Super-Res\Data\08_26_26\cell2\all\noDOE\exp_0.05s\custom_p0002_z003.tiff,262144,8574,9570.143,10290.0,42382.0,65535.0,65535.0,65535,0.35666656494140625,cell2,all,noDOE,0.05
